DATE;DEVISE;COURS
18/12/2019;EUR;4 005,69
19/12/2019;EUR;3 989,95
20/12/2019;EUR;3 983,77
23/12/2019;EUR;3 985,84
26/12/2019;EUR;3 996,13
27/12/2019;EUR;4 015,29
30/12/2019;EUR;4 041,90
02/01/2020;EUR;4 059,25
03/01/2020;EUR;4 058,74
06/01/2020;EUR;4 061,11
07/01/2020;EUR;4 082,12
08/01/2020;EUR;4 091,18
09/01/2020;EUR;4 088,14
10/01/2020;EUR;4 090,42
13/01/2020;EUR;4 095,12
14/01/2020;EUR;4 094,92
15/01/2020;EUR;4 100,65
16/01/2020;EUR;4 115,87
17/01/2020;EUR;4 108,53
20/01/2020;EUR;4 074,23
21/01/2020;EUR;4 046,26
22/01/2020;EUR;4 047,19
23/01/2020;EUR;4 038,30
24/01/2020;EUR;4 035,57
27/01/2020;EUR;4 014,54
28/01/2020;EUR;4 015,34
29/01/2020;EUR;3 997,80
30/01/2020;EUR;3 993,59
31/01/2020;EUR;4 001,82
03/02/2020;EUR;4 018,42
04/02/2020;EUR;4 017,13
05/02/2020;EUR;4 017,62
06/02/2020;EUR;4 020,80
07/02/2020;EUR;4 029,17
10/02/2020;EUR;4 012,74
11/02/2020;EUR;4 003,64
12/02/2020;EUR;4 020,12
13/02/2020;EUR;4 014,23
14/02/2020;EUR;4 008,89
17/02/2020;EUR;4 011,63
18/02/2020;EUR;4 005,83
19/02/2020;EUR;4 005,24
20/02/2020;EUR;4 007,09
21/02/2020;EUR;4 017,17
24/02/2020;EUR;4 031,14
25/02/2020;EUR;4 030,30
26/02/2020;EUR;4 028,85
27/02/2020;EUR;4 041,18
28/02/2020;EUR;4 075,14
02/03/2020;EUR;4 081,40
03/03/2020;EUR;4 090,63
04/03/2020;EUR;4 088,50
05/03/2020;EUR;4 079,54
06/03/2020;EUR;4 106,51
09/03/2020;EUR;4 139,48
10/03/2020;EUR;4 117,88
11/03/2020;EUR;4 116,33
12/03/2020;EUR;4 109,20
13/03/2020;EUR;4 096,91
16/03/2020;EUR;4 110,97
17/03/2020;EUR;4 119,46
18/03/2020;EUR;4 090,53
19/03/2020;EUR;4 088,85
20/03/2020;EUR;4 026,97
23/03/2020;EUR;4 012,39
24/03/2020;EUR;4 017,70
25/03/2020;EUR;4 032,56
26/03/2020;EUR;4 065,71
27/03/2020;EUR;4 092,20
30/03/2020;EUR;4 121,19
31/03/2020;EUR;4 118,90
01/04/2020;EUR;4 112,90
02/04/2020;EUR;4 092,28
03/04/2020;EUR;4 083,36
06/04/2020;EUR;4 061,60
07/04/2020;EUR;4 071,59
08/04/2020;EUR;4 074,32
09/04/2020;EUR;4 092,57
14/04/2020;EUR;4 097,83
15/04/2020;EUR;4 102,63
16/04/2020;EUR;4 093,14
17/04/2020;EUR;4 083,26
20/04/2020;EUR;4 083,16
21/04/2020;EUR;4 097,58
22/04/2020;EUR;4 097,78
23/04/2020;EUR;4 100,79
24/04/2020;EUR;4 078,90
27/04/2020;EUR;4 098,27
28/04/2020;EUR;4 105,15
29/04/2020;EUR;4 118,09
30/04/2020;EUR;4 118,53
04/05/2020;EUR;4135,29
05/05/2020;EUR;4141,14
06/05/2020;EUR;4107,71
07/05/2020;EUR;4098,55
08/05/2020;EUR;4113,52
11/05/2020;EUR;4118,67
12/05/2020;EUR;4119,78
13/05/2020;EUR;4127,71
14/05/2020;EUR;4129,85
15/05/2020;EUR;4136,04
18/05/2020;EUR;4126,24
19/05/2020;EUR;4139,48
20/05/2020;EUR;4150,54
22/05/2020;EUR;4158,11
25/05/2020;EUR;4136,12
26/05/2020;EUR;4159,29
27/05/2020;EUR;4154,22
28/05/2020;EUR;4167,85
29/05/2020;EUR;4177,07
02/06/2020;EUR;4183,07
03/06/2020;EUR;4201,76
04/06/2020;EUR;4202,16
05/06/2020;EUR;4248,85
08/06/2020;EUR;4245,37
09/06/2020;EUR;4255,60
10/06/2020;EUR;4287,63
11/06/2020;EUR;4304,39
12/06/2020;EUR;4301,65
15/06/2020;EUR;4300,30
16/06/2020;EUR;4323,71
17/06/2020;EUR;4315,27
18/06/2020;EUR;4315,02
19/06/2020;EUR;4313,34
22/06/2020;EUR;4311,62
23/06/2020;EUR;4322,06
24/06/2020;EUR;4339,47
25/06/2020;EUR;4316,50
29/06/2020;EUR;4326,86
30/06/2020;EUR;4328,15
01/07/2020;EUR;4317,76
02/07/2020;EUR;4330,38
03/07/2020;EUR;4326,44
06/07/2020;EUR;4332,34
07/07/2020;EUR;4335,03
08/07/2020;EUR;4330,21
09/07/2020;EUR;4338,67
10/07/2020;EUR;4317,97
13/07/2020;EUR;4335,19
14/07/2020;EUR;4342,96
15/07/2020;EUR;4347,70
16/07/2020;EUR;4352,93
17/07/2020;EUR;4355,41
20/07/2020;EUR;4360,36
21/07/2020;EUR;4364,85
22/07/2020;EUR;4375,11
23/07/2020;EUR;4383,29
24/07/2020;EUR;4397,34
27/07/2020;EUR;4431,49
28/07/2020;EUR;4441,08
29/07/2020;EUR;4441,35
30/07/2020;EUR;4450,70
03/08/2020;EUR;4453,69
04/08/2020;EUR;4454,54
05/08/2020;EUR;4472,28
06/08/2020;EUR;4482,66
07/08/2020;EUR;4471,63
10/08/2020;EUR;4457,61
11/08/2020;EUR;4443,54
12/08/2020;EUR;4440,41
13/08/2020;EUR;4472,15
14/08/2020;EUR;4465,27
17/08/2020;EUR;4466,52
18/08/2020;EUR;4482,09
19/08/2020;EUR;4483,10
20/08/2020;EUR;4465,14
21/08/2020;EUR;4481,82
24/08/2020;EUR;4475,07
25/08/2020;EUR;4478,88
26/08/2020;EUR;4486,16
27/08/2020;EUR;4490,58
28/08/2020;EUR;4504,17
31/08/2020;EUR;4529,40
01/09/2020;EUR;4520,12
02/09/2020;EUR;4504,35
03/09/2020;EUR;4481,38
04/09/2020;EUR;4491,99
07/09/2020;EUR;4500,37
08/09/2020;EUR;4503,55
09/09/2020;EUR;4503,08
10/09/2020;EUR;4527,26
11/09/2020;EUR;4529,34
14/09/2020;EUR;4532,37
15/09/2020;EUR;4538,64
16/09/2020;EUR;4540,58
17/09/2020;EUR;4532,40
18/09/2020;EUR;4543,42
21/09/2020;EUR;4557,71
22/09/2020;EUR;4535,99
23/09/2020;EUR;4512,43
24/09/2020;EUR;4505,71
25/09/2020;EUR;4512,46
28/09/2020;EUR;4509,36
29/09/2020;EUR;4525,13
30/09/2020;EUR;4541,59
01/10/2020;EUR;4557,03
02/10/2020;EUR;4553,75
05/10/2020;EUR;4556,04
06/10/2020;EUR;4567,14
07/10/2020;EUR;4560,51
08/10/2020;EUR;4573,13
09/10/2020;EUR;4577,97
12/10/2020;EUR;4584,60
13/10/2020;EUR;4591,33
14/10/2020;EUR;4582,12
15/10/2020;EUR;4581,96
16/10/2020;EUR;4584,31
19/10/2020;EUR;4589,42
20/10/2020;EUR;4613,50
21/10/2020;EUR;4635,45
22/10/2020;EUR;4641,08
23/10/2020;EUR;4631,07
26/10/2020;EUR;4651,10
27/10/2020;EUR;4661,05
28/10/2020;EUR;4640,55
29/10/2020;EUR;4609,69
30/10/2020;EUR;4545,29
02/11/2020;EUR;4542,32
03/11/2020;EUR;4553,23
04/11/2020;EUR;4558,78
05/11/2020;EUR;4566,01
06/11/2020;EUR;4585,68
09/11/2020;EUR;4597,48
10/11/2020;EUR;4591,97
11/11/2020;EUR;4591,26
12/11/2020;EUR;4582,43
13/11/2020;EUR;4603,39
16/11/2020;EUR;4623,20
17/11/2020;EUR;4586,08
18/11/2020;EUR;4551,04
19/11/2020;EUR;4545,16
20/11/2020;EUR;4554,84
23/11/2020;EUR;4559,67
24/11/2020;EUR;4563,05
25/11/2020;EUR;4545,77
26/11/2020;EUR;4551,43
27/11/2020;EUR;4502,59
30/11/2020;EUR;4511,92
01/12/2020;EUR;4472,16
02/12/2020;EUR;4486,66
03/12/2020;EUR;4505,17
04/12/2020;EUR;4516,37
07/12/2020;EUR;4520,48
08/12/2020;EUR;4528,67
09/12/2020;EUR;4534,85
10/12/2020;EUR;4481,00
11/12/2020;EUR;4507,80
14/12/2020;EUR;4519,55
15/12/2020;EUR;4518,87
16/12/2020;EUR;4522,16
17/12/2020;EUR;4550,14
18/12/2020;EUR;4582,67
21/12/2020;EUR;4586,02
22/12/2020;EUR;4602,96
23/12/2020;EUR;4640,08
28/12/2020;EUR;4656,59
29/12/2020;EUR;4680,97
30/12/2020;EUR;4686,98
04/01/2021;EUR;4690,21
05/01/2021;EUR;4691,47
06/01/2021;EUR;4640,59
07/01/2021;EUR;4653,35
08/01/2021;EUR;4643,45
11/01/2021;EUR;4637,96
12/01/2021;EUR;4594,46
13/01/2021;EUR;4582,74
14/01/2021;EUR;4549,63
15/01/2021;EUR;4541,74
18/01/2021;EUR;4531,64
19/01/2021;EUR;4548,31
20/01/2021;EUR;4568,71
21/01/2021;EUR;4587,02
22/01/2021;EUR;4560,58
25/01/2021;EUR;4561,28
26/01/2021;EUR;4572,71
27/01/2021;EUR;4585,33
28/01/2021;EUR;4533,03
29/01/2021;EUR;4554,92
